ts,mode,soc,grid_p,haus_p,solar_p,gs,op,pv,is_target,hms_limit,hms_2000,hms_1600,hms_2000_lim,hms_1600_lim
2026-06-02 10:46:37,active,71.0,-147.8,496.2,1639.9,-2400,0.0,1492.0,2400,2428,838.3,801.6,1241,1187
2026-06-02 10:46:42,active,71.0,-147.8,496.2,1628.4,-2400,0.0,1492.0,2400,2354,838.3,790.1,1212,1142
2026-06-02 10:46:48,active,71.0,-121.9,522.1,1627.1,-2400,0.0,1489.0,2400,2293,837.0,790.1,1180,1113
2026-06-02 10:46:53,active,71.0,-121.9,488.6,1604.4,-2400,0.0,1485.0,2400,2232,837.0,767.4,1164,1068
2026-06-02 10:46:58,active,71.0,-85.5,525.0,1601.8,-2400,0.0,1483.0,2400,2189,834.4,767.4,1140,1049
2026-06-02 10:47:03,active,71.0,-85.5,454.5,1578.9,-2400,0.0,1486.0,2400,2146,834.4,744.5,1134,1012
2026-06-02 10:47:08,active,71.0,-85.5,437.1,1576.5,-2400,0.0,1482.0,2400,2103,832.0,744.5,1110,993
2026-06-02 10:47:12,active,72.0,-39.9,482.7,1560.8,-2400,0.0,1485.0,2400,2103,832.0,728.8,1121,982
2026-06-02 10:47:18,active,72.0,-39.9,482.7,1550.1,-2400,0.0,1480.0,2400,2104,821.3,728.8,1115,989
2026-06-02 10:47:23,active,72.0,-39.9,482.7,1549.7,-2400,0.0,1483.0,2400,2104,821.3,728.4,1115,989
2026-06-02 10:47:27,active,72.0,-39.5,483.1,1540.4,-2400,0.0,1480.0,2400,2104,812.0,728.4,1109,995
2026-06-02 10:47:33,active,72.0,-39.5,483.1,1539.4,-2400,0.0,1487.0,2400,2104,812.0,727.4,1110,994
2026-06-02 10:47:38,active,72.0,-30.8,491.8,1541.5,-2400,0.0,1481.0,2400,2104,814.1,727.4,1111,993
2026-06-02 10:47:42,active,72.0,-30.8,491.8,1544.0,-2400,0.0,1475.0,2400,2103,814.1,729.9,1109,994
2026-06-02 10:47:48,active,72.0,-30.8,491.8,1544.5,-2400,0.0,1482.0,2400,2104,814.6,729.9,1110,994
2026-06-02 10:47:52,active,72.0,-32.1,490.5,1543.5,-2400,0.0,1474.0,2400,2103,814.6,728.9,1110,993
2026-06-02 10:47:57,active,72.0,-32.1,490.5,1538.9,-2400,0.0,1472.0,2400,2103,810.0,728.9,1107,996
2026-06-02 10:48:02,active,72.0,-32.1,432.8,1535.3,-2400,0.0,1463.0,2400,2104,810.0,725.3,1110,994
2026-06-02 10:48:08,active,72.0,5.3,470.2,1533.1,-2400,0.0,1467.0,2400,2104,807.8,725.3,1109,995
2026-06-02 10:48:13,active,72.0,5.3,470.2,1531.0,-2390,0.0,1457.0,2400,2104,807.8,723.2,1110,994
2026-06-02 10:48:18,active,72.0,8.4,473.3,1531.7,-2390,0.0,1452.0,2400,2103,808.5,723.2,1110,993
2026-06-02 10:48:23,active,72.0,8.4,473.3,1528.8,-2390,0.0,1440.0,2400,2104,808.5,720.3,1113,991
2026-06-02 10:48:28,active,72.0,8.4,473.3,1524.7,-2380,0.0,1442.0,2400,2104,804.4,720.3,1110,994
2026-06-02 10:48:33,active,73.0,17.1,482.0,1523.5,-2370,0.0,1444.0,2400,2104,804.4,719.1,1111,993
2026-06-02 10:48:38,active,73.0,44.9,509.8,1520.0,-2350,0.0,1436.0,2400,2104,800.9,719.1,1109,995
2026-06-02 10:48:43,active,73.0,24.8,489.7,1518.1,-2340,0.0,1443.0,2400,2104,800.9,717.2,1110,994
