ts,mode,soc,grid_p,haus_p,solar_p,gs,op,pv,is_target,hms_limit,hms_2000,hms_1600,hms_2000_lim,hms_1600_lim
2026-06-02 10:27:04,active,58.0,-98.9,481.2,1555.6,-2400,0.0,1571.0,2400,1881,833.5,722.1,1008,873
2026-06-02 10:27:09,active,58.0,-98.9,431.7,1515.1,-2400,0.0,1578.0,2400,1832,833.5,681.6,1008,824
2026-06-02 10:27:14,active,58.0,-98.9,431.7,1497.0,-2400,0.0,1577.0,2400,1782,815.4,681.6,971,811
2026-06-02 10:27:19,active,58.0,-38.1,492.5,1464.3,-2400,0.0,1583.0,2400,3595.0,815.4,648.9,2000.0,1595
2026-06-02 10:27:24,active,58.0,-253.7,480.9,1522.7,-2400,0.0,1570.0,2400,3473,873.8,648.9,1993,1480
2026-06-02 10:27:29,active,59.0,-253.7,480.9,1700.0,-2400,0.0,1570.0,2400,3320.0,873.8,826.2,1720,1600.0
2026-06-02 10:27:34,active,59.0,-253.7,480.9,1701.2,-2400,0.0,1571.0,2400,3218,875.0,826.2,1655,1563
2026-06-02 10:27:40,active,59.0,-267.7,466.9,1700.1,-2400,0.0,1573.0,2400,3085,875.0,825.1,1588,1497
2026-06-02 10:27:44,active,59.0,-267.7,466.9,1700.1,-2400,0.0,1577.0,2400,2951,875.0,825.1,1519,1432
2026-06-02 10:27:49,active,59.0,-267.7,466.9,1694.3,-2400,0.0,1563.0,2400,2817,869.2,825.1,1445,1372
2026-06-02 10:27:54,active,59.0,-272.4,462.2,1693.1,-2400,0.0,1555.0,2400,2680,869.2,823.9,1376,1304
2026-06-02 10:28:00,active,59.0,-272.4,462.2,1698.7,-2400,0.0,1550.0,2400,2544,874.8,823.9,1310,1234
2026-06-02 10:28:04,active,59.0,-239.7,461.6,1697.5,-2400,0.0,1526.0,2400,2425,874.8,822.7,1250,1175
2026-06-02 10:28:09,active,59.0,-239.7,461.6,1709.3,-2400,0.0,1511.0,2400,2305,886.6,822.7,1196,1109
2026-06-02 10:28:14,active,59.0,-239.7,461.6,1672.2,-2400,0.0,1511.0,2400,2185,886.6,785.6,1159,1026
2026-06-02 10:28:19,active,59.0,-126.0,475.3,1640.8,-2400,0.0,1511.0,2400,2122,855.2,785.6,1106,1016
2026-06-02 10:28:24,active,59.0,-126.0,475.3,1608.5,-2400,0.0,1496.0,2400,2059,855.2,753.3,1095,964
2026-06-02 10:28:29,active,59.0,-126.0,426.2,1597.0,-2400,0.0,1482.0,2400,1996,843.7,753.3,1055,941
2026-06-02 10:28:34,active,59.0,-26.7,464.7,1563.6,-2400,0.0,1424.0,2400,3542.0,843.7,719.9,1942,1600.0
2026-06-02 10:28:40,active,59.0,34.2,457.0,1546.9,-2380,0.0,1312.0,2400,3524.0,827.0,719.9,1924,1600.0
2026-06-02 10:28:44,active,59.0,225.8,493.6,1556.4,-2270,0.0,1244.0,2400,3512.0,827.0,729.4,1912,1600.0
2026-06-02 10:28:49,active,60.0,350.2,451.8,1559.8,-2090,0.0,1172.0,2400,3516.0,830.4,729.4,1916,1600.0
2026-06-02 10:28:54,active,60.0,468.9,428.2,1561.8,-1860,0.0,1140.0,2400,3514.0,830.4,731.4,1914,1600.0
2026-06-02 10:28:59,active,60.0,556.8,516.1,1445.4,-1580,0.0,1118.0,2400,3378.0,714.0,731.4,1778,1600.0
2026-06-02 10:29:04,active,60.0,661.5,462.3,1359.9,-1250,0.0,1070.0,2400,3490.0,714.0,645.9,1890,1600.0
2026-06-02 10:29:09,active,60.0,498.3,507.0,1308.5,-1000,0.0,1072.0,2400,3422.0,662.6,645.9,1822,1600.0
2026-06-02 10:29:14,active,60.0,219.3,516.1,1261.3,-890,0.0,1097.0,2400,3491.0,662.6,598.7,1891,1600.0
2026-06-02 10:29:19,active,60.0,135.0,449.9,1219.2,-820,0.0,1064.0,2400,3432.0,620.5,598.7,1832,1600.0
2026-06-02 10:29:24,active,60.0,157.2,469.2,1213.3,-750,0.0,999.0,2400,3441.0,620.5,592.8,1841,1600.0
2026-06-02 10:29:29,active,60.0,128.2,515.2,1180.0,-680,0.0,933.0,2400,3391.0,587.2,592.8,1791,1600.0
2026-06-02 10:29:34,active,60.0,95.6,485.4,1122.9,-630,0.0,938.0,2400,3482.0,587.2,535.7,1882,1600.0
2026-06-02 10:29:39,active,60.0,53.6,486.1,1087.3,-610,0.0,936.0,2400,3426.0,551.6,535.7,1826,1600.0
2026-06-02 10:29:44,active,60.0,53.6,486.1,1055.2,-580,0.0,952.0,2400,3481.0,551.6,503.6,1881,1600.0
2026-06-02 10:29:49,active,60.0,13.9,492.9,1024.2,-570,0.0,979.0,2400,3429.0,520.6,503.6,1829,1600.0
2026-06-02 10:29:54,active,60.0,-26.5,452.5,1024.2,-590,0.0,1001.0,2400,3429.0,520.6,503.6,1829,1600.0
2026-06-02 10:29:59,active,60.0,-26.5,452.5,1052.6,-600,0.0,964.0,2400,3477.0,549.0,503.6,1877,1600.0
2026-06-02 10:30:04,active,60.0,-10.3,466.0,1085.8,-610,0.0,988.0,2400,3420.0,549.0,536.8,1820,1600.0
2026-06-02 10:30:09,active,60.0,-8.6,446.6,1082.9,-610,0.0,1033.0,2400,3415.0,546.1,536.8,1815,1600.0
2026-06-02 10:30:14,active,60.0,-53.5,460.2,1071.9,-640,0.0,1040.0,2400,3420.0,546.1,525.8,1820,1600.0
2026-06-02 10:30:19,active,60.0,-70.2,410.2,1082.1,-670,0.0,1041.0,2400,3418.0,556.3,525.8,1818,1600.0
2026-06-02 10:30:24,active,60.0,-66.6,413.8,1117.6,-710,0.0,1045.0,2400,3344.0,556.3,561.3,1744,1600.0
2026-06-02 10:30:29,active,60.0,30.7,442.2,1151.6,-690,0.0,1071.0,2400,3445.0,590.3,561.3,1845,1600.0
2026-06-02 10:30:34,active,60.0,30.7,501.4,1150.6,-670,0.0,1105.0,2400,3446.0,590.3,560.3,1846,1600.0
2026-06-02 10:30:40,active,60.0,-90.3,425.9,1146.9,-720,0.0,1100.0,2400,3418.0,586.6,560.3,1818,1600.0
2026-06-02 10:30:44,active,61.0,-75.5,446.0,1184.6,-760,0.0,1088.0,2400,3341.0,586.6,598.0,1741,1600.0
2026-06-02 10:30:49,active,61.0,-75.5,446.0,1212.8,-800,0.0,1084.0,2400,3363.0,614.8,598.0,1763,1600.0
2026-06-02 10:30:54,active,61.0,-3.8,443.1,1228.9,-800,0.0,1096.0,2400,3401.0,614.8,614.1,1801,1600.0
